"uid","genes","inCs","inRel","inDS","cls","interp"
"1300185","DYSF","True","True","True","Pathogenic",
"1300184","DYSF","True","True","True","Pathogenic",
"1299755","HNF4A","True","True","True","Uncertain significance",
"1299484","RUNX1/RUNX1-AS1","True","True","True","Likely pathogenic",
"1297121","RPGR","True","True","True","Pathogenic",
"1297120","RPGR","True","True","True","Pathogenic",
"1297114","RPGR","True","True","True","Pathogenic",
"1290150","RUNX1","True","True","True","Uncertain significance",
"1284488","RPGR","True","True","True","Pathogenic",
"1276872","RPGR","True","True","True","Benign",
"1254629","CYP1B1/LOC128772254","True","True","True","Pathogenic",
"1214000","RYR1","True","True","True","Likely pathogenic",
"1212117","ABCA4","True","True","True","Pathogenic",
"1209788","SGCG","True","True","True","Uncertain significance",
"1207107","RUNX1/RUNX1-AS1","True","True","True","Benign",
"1204380","RPGR","True","True","True","Benign",
"1203357","RUNX1/RUNX1-AS1","True","True","True","Benign",
"1200799","RPGR","True","True","True","Benign",
"1199575","RPGR","True","True","True","Benign",
"1194557","RUNX1","True","True","True","Pathogenic",
"1188437","DYSF","True","True","True","Benign",
"1186511","RUNX1","True","True","True","Benign",
"1176300","RPGR","True","True","True","Likely benign",
"1172696","RPGR","True","True","True","Pathogenic",
"1169533","AIPL1","True","True","True","Likely benign",
"1168907","RPGR","True","True","True","Benign",
"1164487","RPGR","True","True","True","Likely benign",
"1164291","RPGR","True","True","True","Benign",
"1164050","TCF4","True","True","True","Likely pathogenic",
"1162140","IDUA","True","True","True","Uncertain significance",
"1155514","ABCA4","True","True","True","Likely benign",
"1144732","FOXG1","True","True","True","Uncertain significance",
"1139929","SLC6A8","True","True","True","Uncertain significance",
"1138356","SLC6A8","True","True","True","Likely benign",
"1127805","SERPINC1","True","True","True","Uncertain significance",
"1120245","LDLR","True","True","True","Likely pathogenic",
"1098275","GAMT/LOC130062945","True","True","True","Uncertain significance",
"1072479","CAPN3","True","True","True","Likely pathogenic",
"1070168","JAK3","True","True","True","Likely pathogenic",
"1070042","NRAS","True","True","True","Pathogenic",
"1068474","IDUA","True","True","True","Likely pathogenic",
"1065689","RPGR","True","True","True","Pathogenic",
"1065380","PAH","True","True","True","Likely pathogenic",
"1064675","IDUA","True","True","True","Likely pathogenic",
"1044750","DICER1","True","True","True","Likely benign",
"1043063","PTEN","True","True","True","Likely pathogenic",
"1036903","CDH23","True","True","True","Uncertain significance",
"1034639","GAA","True","True","True","Likely pathogenic",
"1031829","ACTA1","True","True","True","Pathogenic",
"1029498","F8","True","True","True","Pathogenic",
"1023669","ATM/C11orf65","True","True","True","Likely pathogenic",
"1019612","TP53","True","True","True","Likely pathogenic",
"1012646","RPGR","True","True","True","Likely pathogenic",
"1010409","TCF4","True","True","True","Likely benign",
"1010008","PTEN","True","True","True","Uncertain significance",
"1003866","NRAS","True","True","True","Uncertain significance",
"998052","LDLR","True","True","True","Likely pathogenic",
"994611","GCK","True","True","True","Likely pathogenic",
"993978","GUCY2D","True","True","True","Benign",
"992900","LDLR","True","True","True","Likely pathogenic",
"989392","RPGR","True","True","True","Likely pathogenic",
"987913","PAH","True","True","True","Likely pathogenic",
"987910","PAH","True","True","True","Pathogenic",
"987756","PAH","True","True","True","Likely pathogenic",
"987407","RPGR","True","True","True","Pathogenic",
"984179","IDUA","True","True","True","Likely pathogenic",
"984127","DYSF","True","True","True","Pathogenic",
"984123","DYSF","True","True","True","Pathogenic",
"982438","RYR1","True","True","True","Likely pathogenic",
"979168","LDLR","True","True","True","Uncertain significance",
"978981","RPE65","True","True","True","Likely pathogenic",
"978980","RPE65","True","True","True","Likely pathogenic",
"978048","SGCA","True","True","True","Likely pathogenic",
"977528","RPGR","True","True","True","Benign",
"975136","RPGR","True","True","True","Pathogenic",
"975129","RPGR","True","True","True","Pathogenic",
"973968","RPE65","True","True","True","Likely pathogenic",
"973961","RPE65","True","True","True","Likely pathogenic",
"972798","GAA","True","True","True","Likely pathogenic",
"972780","HNF1A","True","True","True","Pathogenic",
"972770","HNF1A","True","True","True","Uncertain significance",
"972760","GAA","True","True","True","Pathogenic",
"970259","RUNX1","True","True","True","Uncertain significance",
"969309","GUCY2D","True","True","True","Likely benign",
"968299","LZTR1","True","True","True","Likely benign",
"964490","RUNX1","True","True","True","Likely benign",
"959950","GAA","True","True","True","Likely pathogenic",
"958447","RPGR","True","True","True","Benign",
"955439","APC","True","True","True","Uncertain significance",
"953728","GAA","True","True","True","Likely pathogenic",
"953060","ITGB3","True","True","True","Likely benign",
"953022","ITGA2B","True","True","True","Likely benign",
"952461","RPE65","True","True","True","Pathogenic",
"950889","IDUA","True","True","True","Likely pathogenic",
"950888","IDUA","True","True","True","Likely pathogenic",
"946475","SLC6A8","True","True","True","Uncertain significance",
"945024","CTLA4","True","True","True","Pathogenic",
"942846","RUNX1","True","True","True","Likely benign",
"940200","LOC106721785/BRCA2","True","True","True","Likely pathogenic",
"938483","ATM/C11orf65","True","True","True","Uncertain significance",
"937744","DICER1","True","True","True","Uncertain significance",
"935322","MECP2","True","True","True","Likely benign",
"934724","APC","True","True","True","Pathogenic",
"933091","DICER1","True","True","True","Uncertain significance",
"933084","DICER1","True","True","True","Pathogenic",
"933083","DICER1","True","True","True","Uncertain significance",
"933077","DICER1","True","True","True","Likely pathogenic",
"933010","DICER1","True","True","True","Likely pathogenic",
"932855","ACADVL","True","True","True","Uncertain significance",
"931741","HNF4A","True","True","True","Uncertain significance",
"929238","IDUA/SLC26A1","True","True","True","Pathogenic",
"929236","IDUA","True","True","True","Pathogenic",
"927378","LOC126862571/BRCA1","True","True","True","Uncertain significance",
"917689","IDUA","True","True","True","Pathogenic",
"917570","SLC6A8","True","True","True","Uncertain significance",
"916122","GAMT","True","True","True","Likely pathogenic",
"914832","F8","True","True","True","Likely benign",
"914518","ENG/LOC102723566","True","True","True","Uncertain significance",
"913851","F9","True","True","True","Likely benign",
"902044","SGCB","True","True","True","Benign",
"901795","GP9","True","True","True","Benign",
"900154","GP9","True","True","True","Likely benign",
"900152","GP9","True","True","True","Benign",
"898916","RUNX1","True","True","True","Likely benign",
"898859","RUNX1","True","True","True","Likely benign",
"897698","RUNX1","True","True","True","Likely benign",
"897095","RUNX1","True","True","True","Likely benign",
"896041","RUNX1","True","True","True","Likely benign",
"892467","LOC130060113/ACADVL","True","True","True","Likely benign",
"891607","GAMT","True","True","True","Uncertain significance",
"888827","ITGA2B","True","True","True","Likely benign",
"872836","PAH","True","True","True","Likely pathogenic",
"872834","PAH","True","True","True","Likely pathogenic",
"872832","PAH","True","True","True","Likely pathogenic",
"872581","GP1BA","True","True","True","Pathogenic",
"870937","AIPL1","True","True","True","Likely pathogenic",
"870190","SCN2A","True","True","True","Pathogenic",
"868490","BRCA1","True","True","True","Likely pathogenic",
"867104","AIPL1","True","True","True","Likely pathogenic",
"866919","RS1","True","True","True","Pathogenic",
"866825","RPGR","True","True","True","Pathogenic",
"866642","RPGR","True","True","True","Likely pathogenic",
"866392","RPGR","True","True","True","Likely benign",
"866316","RPGR","True","True","True","Pathogenic",
"866242","ABCA4","True","True","True","Pathogenic",
"866048","GUCY2D","True","True","True","Pathogenic",
"865886","RPGR","True","True","True","Pathogenic",
"861026","USH2A","True","True","True","Uncertain significance",
"858180","DYSF","True","True","True","Pathogenic",
"857860","ATM","True","True","True","Pathogenic",
"855487","IDUA/SLC26A1","True","True","True","Pathogenic",
"854954","DICER1","True","True","True","Uncertain significance",
"852860","TCF4","True","True","True","Uncertain significance",
"851209","GUCY2D","True","True","True","Likely benign",
"850287","RPE65","True","True","True","Likely pathogenic",
"844968","GAMT","True","True","True","Pathogenic",
"844941","PTEN","True","True","True","Likely pathogenic",
"843318","GAA","True","True","True","Likely pathogenic",
"837668","RUNX1","True","True","True","Likely benign",
"836267","SGCG","True","True","True","Likely pathogenic",
"835515","HNF1A","True","True","True","Benign",
"830078","SOS1","True","True","True","Uncertain significance",
"827255","APC","True","True","True","Likely pathogenic",
"823452","TP53","True","True","True","Likely pathogenic",
"822002","PTEN","True","True","True","Pathogenic",
"819257","DICER1","True","True","True","Uncertain significance",
"813985","DYSF","True","True","True","Pathogenic",
"813970","DYSF","True","True","True","Pathogenic",
"813355","CYP1B1","True","True","True","Likely pathogenic",
"813227","RPGR","True","True","True","Uncertain significance",
"813151","AIPL1","True","True","True","Likely pathogenic",
"812970","GP1BB/SEPT5-GP1BB","True","True","True","Uncertain significance",
"812827","BMPR2","True","True","True","Likely pathogenic",
"812826","BMPR2","True","True","True","Likely pathogenic",
"812825","BMPR2","True","True","True","Uncertain significance",
"812824","BMPR2","True","True","True","Uncertain significance",
"812421","RPGR","True","True","True","Pathogenic",
"812219","AIPL1","True","True","True","Likely pathogenic",
"811889","F8","True","True","True","Uncertain significance",
"808764","DYSF","True","True","True","Pathogenic",
"805445","SGCG","True","True","True","Likely benign",
"804916","HNF4A","True","True","True","Uncertain significance",
"804853","GCK","True","True","True","Uncertain significance",
"804851","GCK","True","True","True","Pathogenic",
"804836","GCK","True","True","True","Likely pathogenic",
"804125","MECP2","True","True","True","Uncertain significance",
"803964","RPGR","True","True","True","Pathogenic",
"801630","ACTA1","True","True","True","Likely pathogenic",
"801494","RPE65","True","True","True","Likely pathogenic",
"801415","GAMT","True","True","True","Likely pathogenic",
"800208","AIPL1","True","True","True","Uncertain significance",
"798785","CDKL5/RS1","True","True","True","Uncertain significance",
"795105","SLC6A8","True","True","True","Likely benign",
"794089","F8","True","True","True","Benign",
"790828","IDUA","True","True","True","Likely benign",
"785832","IDUA","True","True","True","Likely benign",
"785720","IDUA","True","True","True","Likely benign",
"772690","CYP1B1/LOC128772254","True","True","True","Likely benign",
"771784","GP1BB/SEPT5-GP1BB","True","True","True","Benign",
"770050","RPE65","True","True","True","Likely benign",
"760913","RUNX1","True","True","True","Likely benign",
"757064","LOC126805612/PIK3CD","True","True","True","Likely benign",
"755144","RS1","True","True","True","Likely benign",
"754391","IDUA/SLC26A1","True","True","True","Uncertain significance",
"747303","PPP1CB","True","True","True","Benign",
"746533","SGCB","True","True","True","Likely benign",
"744554","GUCY2D","True","True","True","Likely benign",
"730036","CDKL5/RS1","True","True","True","Likely benign",
"722780","RS1","True","True","True","Likely benign",
"721649","GP1BB/SEPT5-GP1BB","True","True","True","Benign",
"717385","MECP2","True","True","True","Likely benign",
"715081","AIPL1","True","True","True","Likely benign",
"712837","IDUA","True","True","True","Benign",
"712785","IDUA/SLC26A1","True","True","True","Uncertain significance",
"705680","LZTR1","True","True","True","Uncertain significance",
"704394","DYSF","True","True","True","Benign",
"702759","SLC6A8","True","True","True","Likely benign",
"696958","RPGR","True","True","True","Benign",
"691254","SCN8A","True","True","True","Likely pathogenic",
"690463","DICER1","True","True","True","Likely pathogenic",
"673188","FOXG1","True","True","True","Likely benign",
"665724","DYSF","True","True","True","Likely pathogenic",
"664123","GAMT","True","True","True","Pathogenic",
"662690","TP53","True","True","True","Uncertain significance",
"662598","GAA","True","True","True","Uncertain significance",
"660541","RMRP","True","True","True","Likely pathogenic",
"658067","LOC102724058/SCN1A","True","True","True","Likely pathogenic",
"656566","BRCA1","True","True","True","Uncertain significance",
"655896","DYSF","True","True","True","Pathogenic",
"654864","APC","True","True","True","Likely pathogenic",
"654456","SLC6A8","True","True","True","Likely benign",
"653103","APC","True","True","True","Pathogenic",
"652306","IDUA","True","True","True","Pathogenic",
"651752","SLC6A8","True","True","True","Likely pathogenic",
"648862","APC","True","True","True","Likely pathogenic",
"646166","DYSF","True","True","True","Pathogenic",
"645957","DICER1","True","True","True","Likely pathogenic",
"642798","ACTA1","True","True","True","Likely pathogenic",
"639569","RMRP","True","True","True","Likely pathogenic",
"639283","GP9","True","True","True","Likely benign",
"638076","IDUA","True","True","True","Uncertain significance",
"638074","IDUA","True","True","True","Likely pathogenic",
"635995","AIPL1","True","True","True","Uncertain significance",
"633286","LDLR","True","True","True","Uncertain significance",
"631782","AIPL1","True","True","True","Pathogenic",
"631061","BRCA1","True","True","True","Likely pathogenic",
"629370","LDLR","True","True","True","Uncertain significance",
"629251","BRCA1","True","True","True","Uncertain significance",
"627968","BRCA1","True","True","True","Likely pathogenic",
"627320","GP1BB/SEPT5-GP1BB","True","True","True","Likely pathogenic",
"627231","SERPINC1","True","True","True","Uncertain significance",
"627151","LOC130061045/ITGB3","True","True","True","Likely pathogenic",
"627101","RUNX1","True","True","True","Pathogenic",
"627075","GP1BB/SEPT5-GP1BB","True","True","True","Likely pathogenic",
"626996","SERPINC1","True","True","True","Uncertain significance",
"626990","F9","True","True","True","Uncertain significance",
"626960","VWF","True","True","True","Pathogenic",
"624624","SCN8A","True","True","True","Pathogenic",
"624397","RPGR","True","True","True","Pathogenic",
"620583","RPGR","True","True","True","Pathogenic",
"619760","VWF","True","True","True","Likely benign",
"619741","VWF","True","True","True","Uncertain significance",
"618103","F8","True","True","True","Uncertain significance",
"598113","TCF4","True","True","True","Likely pathogenic",
"597382","GAA","True","True","True","Pathogenic",
"597381","GAA","True","True","True","Likely benign",
"593882","RPE65","True","True","True","Likely benign",
"592512","CYP1B1","True","True","True","Pathogenic",
"588254","SLC6A8","True","True","True","Uncertain significance",
"587965","GATM","True","True","True","Uncertain significance",
"586791","HNF1A","True","True","True","Likely pathogenic",
"586011","HNF4A","True","True","True","Uncertain significance",
"585930","GCK","True","True","True","Likely pathogenic",
"585929","GCK","True","True","True","Pathogenic",
"585208","PAH","True","True","True","Likely pathogenic",
"583226","SLC6A8","True","True","True","Likely benign",
"582572","GAMT","True","True","True","Likely benign",
"582126","RYR1","True","True","True","Likely pathogenic",
"581095","GUCY2D","True","True","True","Pathogenic",
"580948","PTEN","True","True","True","Likely pathogenic",
"576816","APC","True","True","True","Likely pathogenic",
"575986","GAA","True","True","True","Uncertain significance",
"575178","BRCA2","True","True","True","Pathogenic",
"574505","AIPL1","True","True","True","Pathogenic",
"574403","TCF4","True","True","True","Benign",
"569548","ACADVL","True","True","True","Uncertain significance",
"568479","BRCA2","True","True","True","Uncertain significance",
"567566","IDUA","True","True","True","Uncertain significance",
"567526","SLC6A8","True","True","True","Uncertain significance",
"562363","HNF4A","True","True","True","Uncertain significance",
"561683","LZTR1","True","True","True","Pathogenic",
"561350","NRAS","True","True","True","Uncertain significance",
"561243","RUNX1-AS1/RUNX1","True","True","True","Likely pathogenic",
"558634","GAA","True","True","True","Pathogenic",
"558316","IDUA","True","True","True","Likely pathogenic",
"558189","IDUA","True","True","True","Pathogenic",
"557942","IDUA","True","True","True","Likely pathogenic",
"557205","IDUA","True","True","True","Likely pathogenic",
"557150","IDUA/SLC26A1","True","True","True","Pathogenic",
"557110","DYSF","True","True","True","Pathogenic",
"556386","GAA","True","True","True","Pathogenic",
"556358","IDUA","True","True","True","Pathogenic",
"556064","IDUA","True","True","True","Pathogenic",
"555986","GAA","True","True","True","Pathogenic",
"555968","DYSF","True","True","True","Pathogenic",
"555770","DYSF","True","True","True","Pathogenic",
"555277","GAA","True","True","True","Likely pathogenic",
"554983","GAA","True","True","True","Pathogenic",
"554826","IDUA","True","True","True","Likely pathogenic",
"554670","IDUA","True","True","True","Likely pathogenic",
"554590","IDUA","True","True","True","Pathogenic",
"553852","CAPN3/LOC130056921","True","True","True","Pathogenic",
"553227","IDUA","True","True","True","Pathogenic",
"553173","RMRP","True","True","True","Likely pathogenic",
"553131","IDUA","True","True","True","Likely pathogenic",
"552059","NEB","True","True","True","Likely pathogenic",
"551891","DYSF","True","True","True","Pathogenic",
"551805","SGCB","True","True","True","Likely pathogenic",
"551675","IDUA","True","True","True","Likely pathogenic",
"551563","IDUA","True","True","True","Pathogenic",
"551477","CAPN3","True","True","True","Pathogenic",
"551306","GAA","True","True","True","Likely pathogenic",
"551295","GAA","True","True","True","Pathogenic",
"551237","DYSF","True","True","True","Pathogenic",
"550883","IDUA","True","True","True","Pathogenic",
"550474","IDUA","True","True","True","Pathogenic",
"547389","FOXG1","True","True","True","Benign",
"546808","GAA","True","True","True","Likely pathogenic",
"545663","DYSF","True","True","True","Pathogenic",
"544259","GAMT","True","True","True","Likely pathogenic",
"541724","ACADVL","True","True","True","Uncertain significance",
"541095","PIK3CD","True","True","True","Likely benign",
"536801","TCF4","True","True","True","Benign",
"536582","MECP2","True","True","True","Likely benign",
"536551","PTEN","True","True","True","Uncertain significance",
"536549","PTEN","True","True","True","Pathogenic",
"536548","PTEN","True","True","True","Likely pathogenic",
"533979","NEB","True","True","True","Likely pathogenic",
"533768","RMRP","True","True","True","Uncertain significance",
"533345","ACVRL1","True","True","True","Likely pathogenic",
"532661","RUNX1","True","True","True","Likely benign",
"531444","BRCA1","True","True","True","Likely pathogenic",
"531399","BRCA1","True","True","True","Likely pathogenic",
"526532","GAA","True","True","True","Likely pathogenic",
"526518","GAA","True","True","True","Likely pathogenic",
"525504","RPGR","True","True","True","Likely benign",
"524412","ATM/C11orf65","True","True","True","Uncertain significance",
"523986","LZTR1","True","True","True","Pathogenic",
"523842","SGCB","True","True","True","Pathogenic",
"523715","LDLR","True","True","True","Uncertain significance",
"523620","GP1BA","True","True","True","Likely pathogenic",
"522800","LZTR1","True","True","True","Pathogenic",
"522164","LOC130067016/LZTR1","True","True","True","Uncertain significance",
"517082","GAMT","True","True","True","Likely benign",
"516510","MECP2","True","True","True","Likely benign",
"516184","MECP2","True","True","True","Benign",
"516094","GAMT","True","True","True","Likely benign",
"512938","CDKL5/RS1","True","True","True","Benign",
"511341","SLC6A8","True","True","True","Uncertain significance",
"506639","SOS2","True","True","True","Likely benign",
"504630","MYO15A","True","True","True","Likely benign",
"503800","DYSF","True","True","True","Pathogenic",
"501793","GAA","True","True","True","Likely pathogenic",
"501754","CAPN3","True","True","True","Pathogenic",
"500678","DYSF","True","True","True","Pathogenic",
"500214","DYSF","True","True","True","Likely pathogenic",
"499302","SGCB","True","True","True","Likely benign",
"499193","SGCB","True","True","True","Pathogenic",
"498619","DYSF","True","True","True","Pathogenic",
"498567","GAA","True","True","True","Likely benign",
"497672","SGCA","True","True","True","Pathogenic",
"497670","SGCA","True","True","True","Likely pathogenic",
"497565","CAPN3","True","True","True","Likely pathogenic",
"497201","CAPN3","True","True","True","Pathogenic",
"497129","DYSF","True","True","True","Pathogenic",
"496977","CAPN3","True","True","True","Likely pathogenic",
"496861","IDUA","True","True","True","Likely pathogenic",
"496834","IDUA","True","True","True","Likely pathogenic",
"495806","PTEN","True","True","True","Uncertain significance",
"493552","MECP2","True","True","True","Likely benign",
"493206","GUCY2D","True","True","True","Likely benign",
"491071","BRCA1","True","True","True","Uncertain significance",
"489373","SCN8A","True","True","True","Pathogenic",
"488834","DYSF","True","True","True","Pathogenic",
"487321","FOXG1","True","True","True","Benign",
"486792","APC","True","True","True","Likely pathogenic",
"483130","BRCA2","True","True","True","Likely pathogenic",
"481101","ATM/C11orf65","True","True","True","Likely pathogenic",
"481015","TP53","True","True","True","Likely pathogenic",
"479367","BRCA2","True","True","True","Likely pathogenic",
"477075","DICER1","True","True","True","Likely benign",
"477037","DICER1","True","True","True","Likely benign",
"475749","SOS2","True","True","True","Uncertain significance",
"474890","ACADVL","True","True","True","Uncertain significance",
"474879","ACADVL","True","True","True","Uncertain significance",
"469955","APC","True","True","True","Likely pathogenic",
"469137","GATM","True","True","True","Likely benign",
"468648","CAPN3","True","True","True","Pathogenic",
"464902","SCN2A","True","True","True","Benign",
"463998","RUNX1","True","True","True","Uncertain significance",
"462651","BRCA1","True","True","True","Uncertain significance",
"456720","IDUA","True","True","True","Pathogenic",
"454510","RPGR","True","True","True","Benign",
"453054","LZTR1","True","True","True","Likely benign",
"452824","NEB","True","True","True","Likely benign",
"452720","SGCA","True","True","True","Likely pathogenic",
"452471","SCN2A","True","True","True","Benign",
"451722","LZTR1","True","True","True","Likely pathogenic",
"451052","NEB/RIF1","True","True","True","Uncertain significance",
"449508","RPGR","True","True","True","Likely pathogenic",
"449188","SLC6A8","True","True","True","Likely benign",
"449185","SLC6A8","True","True","True","Uncertain significance",
"449126","FOXG1","True","True","True","Likely benign",
"448419","SLC6A8","True","True","True","Likely benign",
"447519","HNF4A","True","True","True","Uncertain significance",
"447494","HNF1A","True","True","True","Likely pathogenic",
"447490","HNF1A","True","True","True","Likely pathogenic",
"447486","HNF1A","True","True","True","Pathogenic",
"447426","GCK","True","True","True","Likely pathogenic",
"447400","GCK","True","True","True","Pathogenic",
"446978","CAPN3","True","True","True","Likely benign",
"446001","RPGR","True","True","True","Benign",
"445488","RPGR","True","True","True","Benign",
"444397","GUCY2D","True","True","True","Benign",
"443997","DYSF","True","True","True","Pathogenic",
"441298","BRCA2","True","True","True","Uncertain significance",
"441225","LDLR","True","True","True","Uncertain significance",
"441220","LDLR","True","True","True","Uncertain significance",
"440691","LDLR","True","True","True","Uncertain significance",
"440674","LDLR","True","True","True","Uncertain significance",
"440643","LDLR","True","True","True","Uncertain significance",
"440534","LDLR/LDLR-AS1","True","True","True","Uncertain significance",
"440481","BRCA1","True","True","True","Likely pathogenic",
"439360","ACADVL","True","True","True","Uncertain significance",
"439359","ACADVL","True","True","True","Likely benign",
"439019","BRCA2","True","True","True","Likely pathogenic",
"438884","APC","True","True","True","Pathogenic",
"438744","BRCA2","True","True","True","Likely pathogenic",
"438142","RPGR","True","True","True","Pathogenic",
"438109","ABCA4","True","True","True","Pathogenic",
"438100","ABCA4","True","True","True","Pathogenic",
"437194","SNHG14/UBE3A","True","True","True","Benign",
"437192","SNHG14/UBE3A","True","True","True","Benign",
"436611","RUNX1","True","True","True","Likely benign",
"435421","HNF1A","True","True","True","Benign",
"435347","GP1BA","True","True","True","Pathogenic",
"432943","SLC6A8","True","True","True","Likely benign",
"432427","CDKL5","True","True","True","Benign",
"431989","ACTA1","True","True","True","Pathogenic",
"431535","LDLR","True","True","True","Uncertain significance",
"431514","LDLR","True","True","True","Likely benign",
"430776","LDLR","True","True","True","Uncertain significance",
"430393","ACTA1","True","True","True","Uncertain significance",
"429246","ACADVL","True","True","True","Likely pathogenic",
"428888","TP53","True","True","True","Likely pathogenic",
"428265","PTEN","True","True","True","Likely pathogenic",
"428225","PTEN","True","True","True","Likely pathogenic",
"428193","PTEN","True","True","True","Likely pathogenic",
"428186","APC","True","True","True","Likely pathogenic",
"428166","APC","True","True","True","Likely pathogenic",
"427582","PTEN","True","True","True","Pathogenic",
"427580","PTEN","True","True","True","Uncertain significance",
"427187","SLC6A8","True","True","True","Uncertain significance",
"426939","MECP2","True","True","True","Likely benign",
"425916","BMPR2","True","True","True","Uncertain significance",
"425914","BMPR2","True","True","True","Likely pathogenic",
"425913","BMPR2","True","True","True","Likely pathogenic",
"425912","BMPR2","True","True","True","Likely pathogenic",
"425907","BMPR2","True","True","True","Likely pathogenic",
"425905","BMPR2","True","True","True","Uncertain significance",
"425897","BMPR2","True","True","True","Likely pathogenic",
"425895","BMPR2","True","True","True","Uncertain significance",
"425892","BMPR2","True","True","True","Uncertain significance",
"425882","BMPR2","True","True","True","Likely pathogenic",
"425707","BMPR2","True","True","True","Uncertain significance",
"425706","BMPR2","True","True","True","Uncertain significance",
"422744","ATM","True","True","True","Likely pathogenic",
"422096","ATM","True","True","True","Pathogenic",
"421439","BRCA2","True","True","True","Likely pathogenic",
"421233","SOS2","True","True","True","Uncertain significance",
"421123","PTEN","True","True","True","Uncertain significance",
"420368","ATM","True","True","True","Pathogenic",
"420138","RYR1","True","True","True","Likely pathogenic",
"420008","ATM","True","True","True","Uncertain significance",
"419837","TP53","True","True","True","Likely benign",
"419217","BRCA2","True","True","True","Likely pathogenic",
"419119","PTEN","True","True","True","Likely benign",
"418671","BRCA1","True","True","True","Likely pathogenic",
"418572","UBE3A","True","True","True","Pathogenic",
"418437","PTEN","True","True","True","Uncertain significance",
"418225","GCK","True","True","True","Pathogenic",
"417940","GP1BA","True","True","True","Benign",
"417621","ATM/C11orf65","True","True","True","Uncertain significance",
"415836","RUNX1","True","True","True","Likely benign",
"414304","ENG/LOC102723566","True","True","True","Likely benign",
"413780","LDLR","True","True","True","Benign",
"412195","DICER1","True","True","True","Uncertain significance",
"412193","DICER1","True","True","True","Likely benign",
"412173","DICER1","True","True","True","Likely benign",
"412160","DICER1","True","True","True","Likely benign",
"411416","APC","True","True","True","Likely pathogenic",
"411406","APC","True","True","True","Likely pathogenic",
"410223","SLC6A8","True","True","True","Likely benign",
"409564","BRCA2","True","True","True","Likely pathogenic",
"409559","BRCA2","True","True","True","Likely benign",
"409429","BRCA2","True","True","True","Uncertain significance",
"409353","BRCA1","True","True","True","Likely pathogenic",
"407525","ATM","True","True","True","Pathogenic",
"407482","ATM","True","True","True","Pathogenic",
"406597","TP53","True","True","True","Pathogenic",
"406575","TP53","True","True","True","Benign",
"406166","LDLR","True","True","True","Likely pathogenic",
"406165","LDLR","True","True","True","Uncertain significance",
"403662","LDLR","True","True","True","Likely pathogenic",
"403392","RPGR","True","True","True","Benign",
"393000","SCN1A","True","True","True","Uncertain significance",
"392584","MECP2","True","True","True","Likely benign",
"390894","GAMT","True","True","True","Likely benign",
"390176","SNHG14/UBE3A","True","True","True","Likely benign",
"387822","GATM","True","True","True","Uncertain significance",
"383825","SCN2A","True","True","True","Likely pathogenic",
"383542","RMRP","True","True","True","Uncertain significance",
"382774","HNF1A","True","True","True","Likely benign",
"381599","GCK","True","True","True","Pathogenic",
"379509","MECP2","True","True","True","Benign",
"377433","ACTA1","True","True","True","Likely pathogenic",
"377410","ABCA4","True","True","True","Likely benign",
"377026","GCK","True","True","True","Likely pathogenic",
"376857","SOS2","True","True","True","Uncertain significance",
"376680","TP53","True","True","True","Pathogenic",
"376630","TP53","True","True","True","Pathogenic",
"376616","TP53","True","True","True","Likely pathogenic",
"375959","PTEN","True","True","True","Likely pathogenic",
"375833","LDLR","True","True","True","Uncertain significance",
"375815","LDLR","True","True","True","Uncertain significance",
"375798","LDLR","True","True","True","Uncertain significance",
"375778","LDLR","True","True","True","Uncertain significance",
"374139","RPE65","True","True","True","Pathogenic",
"374028","GUCY2D","True","True","True","Likely benign",
"373826","BRCA1","True","True","True","Likely pathogenic",
"373442","SLC6A8","True","True","True","Likely benign",
"372977","SCN1A","True","True","True","Uncertain significance",
"372684","LZTR1/LOC130067016","True","True","True","Pathogenic",
"372290","ABCA4","True","True","True","Pathogenic",
"371642","RS1/CDKL5","True","True","True","Uncertain significance",
"371636","ATM","True","True","True","Likely pathogenic",
"371481","GAA","True","True","True","Pathogenic",
"370998","GAA","True","True","True","Pathogenic",
"370775","SGCB","True","True","True","Pathogenic",
"370754","CDKL5/RS1","True","True","True","Pathogenic",
"370483","GAA","True","True","True","Likely pathogenic",
"370222","GAA","True","True","True","Pathogenic",
"370146","GAA","True","True","True","Pathogenic",
"368122","F8","True","True","True","Benign",
"368117","F8","True","True","True","Likely pathogenic",
"350222","IDUA","True","True","True","Likely benign",
"343224","GP9","True","True","True","Benign",
"343220","GP9","True","True","True","Benign",
"339878","RUNX1","True","True","True","Likely benign",
"339865","RUNX1","True","True","True","Likely benign",
"339858","RUNX1","True","True","True","Likely benign",
"339854","RUNX1","True","True","True","Likely benign",
"339852","RUNX1","True","True","True","Likely benign",
"339832","RUNX1","True","True","True","Likely benign",
"339829","RUNX1","True","True","True","Benign",
"339823","RUNX1","True","True","True","Likely benign",
"339808","RUNX1","True","True","True","Likely benign",
"339804","RUNX1","True","True","True","Likely benign",
"338424","HNF4A","True","True","True","Likely benign",
"338422","HNF4A","True","True","True","Uncertain significance",
"331730","SCN2A","True","True","True","Likely benign",
"328350","GAMT","True","True","True","Benign",
"328349","GAMT","True","True","True","Uncertain significance",
"328348","GAMT","True","True","True","Likely benign",
"328055","LDLR","True","True","True","Uncertain significance",
"328052","LDLR","True","True","True","Uncertain significance",
"325628","TP53","True","True","True","Benign",
"324995","ACADVL","True","True","True","Likely benign",
